date_time_local,unixtime,pressure_station,pressure_sea,wind_dir,wind_dir_10s,wind_speed,wind_gust,relative_humidity,dew_point,temperature,windchill,humidex,visibility,health_index,cloud_cover_4,cloud_cover_8,cloud_cover_10,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr
"2020-07-15 06:00:00 EDT",1594807200,100.88,102.18,ENE,6,13,,89,12.9,14.7,,,24100,1.1,,1,,17,16.5,15.9
"2020-07-15 05:00:00 EDT",1594803600,100.84,102.17,NE,5,9,,86,12.3,14.7,,,24100,1.2,,1,,,17.2,16.5
"2020-07-15 04:00:00 EDT",1594800000,100.76,102.08,ENE,6,15,,81,13.1,16.3,,,24100,1.4,,1,,,18,17.2
"2020-07-15 03:00:00 EDT",1594796400,100.74,102.06,ENE,7,18,,79,13.3,16.9,,,24100,1.6,,1,,,19.1,18
"2020-07-15 02:00:00 EDT",1594792800,100.7,102.02,E,8,23,27,75,13.5,18,,,24100,1.9,,0,,,20,19.1
"2020-07-15 01:00:00 EDT",1594789200,100.67,101.97,ENE,6,16,,77,14.6,18.7,,,24100,1.9,,0,,,20,19.2
"2020-07-15 00:00:00 EDT",1594785600,100.63,101.93,ENE,6,12,,76,15,19.2,,,24100,1.9,,0,,,21.9,20
"2020-07-14 23:00:00 EDT",1594782000,100.57,101.87,E,10,10,,74,15.3,19.9,,,24100,1.8,,0,,,22.6,21.6
"2020-07-14 22:00:00 EDT",1594778400,100.58,101.87,ESE,10,7,,76,16,20.2,,25,24100,1.8,,2,,,23.2,22.4
"2020-07-14 21:00:00 EDT",1594774800,100.5,101.8,E,9,8,,72,16.1,21.3,,26,24100,1.5,,2,,47,24.5,23.2
"2020-07-14 20:00:00 EDT",1594771200,100.47,101.77,E,8,12,,61,16.1,23.9,,29,24100,1.4,,7,,370,25.3,24.5
"2020-07-14 19:00:00 EDT",1594767600,100.43,101.73,E,8,10,,61,16.9,24.7,,30,24100,1.4,,7,,526,25.7,25.2
"2020-07-14 18:00:00 EDT",1594764000,100.39,101.67,E,9,15,,57,16.7,25.6,,31,24100,1.4,,5,,986,27,25.7
"2020-07-14 17:00:00 EDT",1594760400,100.36,101.65,NNE,3,17,31,54,16.4,26.1,,31,24100,1.3,,7,,1692,27.5,26
"2020-07-14 16:00:00 EDT",1594756800,100.28,101.55,NNE,2,22,,49,16,27.3,,32,24100,1.4,,4,,2850,27.4,26.5
"2020-07-14 15:00:00 EDT",1594753200,100.26,101.55,NNE,2,19,34,53,16.9,27.1,,32,24100,1.5,,5,,2241,28.1,25.6
"2020-07-14 14:00:00 EDT",1594749600,100.21,101.5,NNE,1,15,29,44,15.4,28.6,,33,24100,1.6,,4,,2918,28.2,26.8
"2020-07-14 13:00:00 EDT",1594746000,100.29,101.56,NNW,33,15,28,53,15.6,25.7,,30,24100,1.5,,6,,2983,27.3,25.5
"2020-07-14 12:00:00 EDT",1594742400,100.24,101.52,NNE,2,10,,59,17,25.4,,31,24100,1.3,,6,,2490,25.9,24.8
"2020-07-14 11:00:00 EDT",1594738800,100.22,101.5,NE,3,11,,61,17.6,25.7,,31,24100,1.1,,6,,1660,25.2,23.2
"2020-07-14 10:00:00 EDT",1594735200,100.18,101.45,N,35,8,,69,17,22.8,,28,24100,1,,7,,1497,23.7,22.8
"2020-07-14 09:00:00 EDT",1594731600,100.15,101.43,NNE,1,9,,68,17.3,23.3,,29,24100,1,,4,,1575,23,21.3
"2020-07-14 08:00:00 EDT",1594728000,100.14,101.43,NNW,33,7,,76,17.2,21.5,,27,24100,1,,1,,931,21.4,19.9
"2020-07-14 07:00:00 EDT",1594724400,100.1,101.39,NNW,33,9,,83,17,19.8,,,24100,1,,2,,349,19.9,17.9
"2020-07-14 06:00:00 EDT",1594720800,100.04,101.34,NW,30,7,,96,16.3,16.9,,,24100,1,,4,,24,18.2,17.6
"2020-07-14 05:00:00 EDT",1594717200,99.98,101.29,WNW,29,8,,93,16.4,17.5,,,24100,1,,4,,,18.3,17.5
"2020-07-14 04:00:00 EDT",1594713600,99.93,101.23,W,28,8,,92,16.1,17.5,,,24100,1,,5,,,19.7,18.2
"2020-07-14 03:00:00 EDT",1594710000,99.87,101.16,NW,30,11,,87,16.4,18.6,,,24100,1,,2,,,20.2,19.5
"2020-07-14 02:00:00 EDT",1594706400,99.85,101.14,NNW,33,13,,84,16.6,19.3,,,24100,1,,4,,,20.2,19.9
"2020-07-14 01:00:00 EDT",1594702800,99.86,101.16,NW,32,10,,81,16.6,20,,25,24100,1,,4,,,21,20
"2020-07-14 00:00:00 EDT",1594699200,99.86,101.15,NW,31,11,,73,16.3,21.2,,26,24100,1,,4,,,21.8,21
"2020-07-13 23:00:00 EDT",1594695600,99.84,101.13,WNW,30,5,,78,15.9,19.9,,,24100,1,,6,,,22.1,21.7
"2020-07-13 22:00:00 EDT",1594692000,99.8,101.1,NNW,33,11,,67,15.8,22,,26,24100,1.1,,3,,,23.2,21.7
"2020-07-13 21:00:00 EDT",1594688400,99.76,101.05,N,35,14,,63,15.6,23,,27,24100,1.1,,6,,67,23.9,23
"2020-07-13 20:00:00 EDT",1594684800,99.72,101.02,NNW,33,15,,60,15.6,23.8,,28,24100,1.2,,7,,295,25,23.9
"2020-07-13 19:00:00 EDT",1594681200,99.66,100.96,NNW,33,18,,50,14.1,25.2,,29,24100,1.3,,7,,1181,25.7,25
"2020-07-13 18:00:00 EDT",1594677600,99.6,100.89,NNW,34,15,,47,14.7,26.6,,30,24100,1.3,,5,,1708,26.7,23.8
"2020-07-13 17:00:00 EDT",1594674000,99.61,100.88,S,17,24,,53,14.8,24.8,,29,24100,1.3,,5,,809,25.3,23
"2020-07-13 16:00:00 EDT",1594670400,99.58,100.86,W,26,11,,49,14.8,26.4,,30,24100,1.3,,5,,1664,25.8,25.1
"2020-07-13 15:00:00 EDT",1594666800,99.57,100.86,WNW,29,20,33,51,14.5,25.1,,29,24100,1.3,,5,,3649,26.6,25.2
"2020-07-13 14:00:00 EDT",1594663200,99.56,100.84,WNW,28,21,,51,15.2,26,,30,24100,1.3,,5,,2401,25.5,24.1
"2020-07-13 13:00:00 EDT",1594659600,99.57,100.85,WNW,29,21,,57,15.8,24.7,,29,24100,1.3,,7,,1622,25.3,24
"2020-07-13 12:00:00 EDT",1594656000,99.58,100.85,NW,32,20,,59,15.8,24.3,,29,24100,1.1,,7,,2247,25.2,23.1
"2020-07-13 11:00:00 EDT",1594652400,99.59,100.87,W,26,11,,64,15.8,23,,27,24100,1,,7,,1197,23.1,22.3
"2020-07-13 10:00:00 EDT",1594648800,99.58,100.86,ENE,6,9,,62,15.3,22.8,,27,24100,1,,6,,1238,22.5,21.8
"2020-07-13 09:00:00 EDT",1594645200,99.57,100.85,N,35,8,,69,16.9,22.7,,28,24100,1,,5,,1566,21.9,20.7
"2020-07-13 08:00:00 EDT",1594641600,99.55,100.82,N,35,15,,75,16.3,20.8,,26,24100,1,,4,,861,20.7,19.4
"2020-07-13 07:00:00 EDT",1594638000,99.49,100.78,NNW,33,12,,83,16.6,19.5,,,24100,1,,1,,338,19.4,17.6
"2020-07-13 06:00:00 EDT",1594634400,99.45,100.75,NNW,32,5,,94,16.7,17.8,,,24100,1,,6,,21,17.9,17.4
"2020-07-13 05:00:00 EDT",1594630800,99.41,100.69,NNW,33,11,,85,16.5,19,,,24100,1,,6,,,18,17.6
"2020-07-13 04:00:00 EDT",1594627200,99.36,100.66,NNW,33,6,,87,16.4,18.6,,,24100,1,,7,,,17.8,17.6
"2020-07-13 03:00:00 EDT",1594623600,99.35,100.65,NNW,33,4,,88,15.2,17.1,,,24100,1,,7,,,18.7,17.5
"2020-07-13 02:00:00 EDT",1594620000,99.38,100.65,NNW,33,8,,82,15.7,18.7,,,24100,1,,7,,,19.5,18.7
"2020-07-13 01:00:00 EDT",1594616400,99.36,100.65,NNW,32,5,,84,15.8,18.5,,,24100,1,,6,,,20.4,19.5
"2020-07-13 00:00:00 EDT",1594612800,99.34,100.63,,5,7,,77,16.1,20.2,,25,24100,1,,6,,,21.4,20.4
"2020-07-12 23:00:00 EDT",1594609200,99.29,100.58,NNE,2,19,,73,16.5,21.4,,26,24100,1.1,,7,,,22.5,21.4
"2020-07-12 22:00:00 EDT",1594605600,99.25,100.54,N,35,11,,70,17.1,22.8,,28,24100,1.1,,8,,,23.4,22.5
"2020-07-12 21:00:00 EDT",1594602000,99.22,100.5,NNW,32,13,,65,16.5,23.4,,28,24100,1.2,,7,,70,24.5,23.2
"2020-07-12 20:00:00 EDT",1594598400,99.18,100.46,N,35,17,,61,17.2,25.1,,31,24100,1.2,,7,,274,25.9,24.4
"2020-07-12 19:00:00 EDT",1594594800,99.13,100.41,NW,31,16,,55,16.6,26.1,,31,24100,1.3,,7,,775,26.5,25.9
"2020-07-12 18:00:00 EDT",1594591200,99.09,100.35,NW,32,16,,53,16.4,26.4,,31,24100,1.2,,5,,1117,27.3,26.2
"2020-07-12 17:00:00 EDT",1594587600,99.1,100.35,WNW,28,15,,51,16.4,27.2,,32,24100,1.2,,4,,2342,27,25.9
"2020-07-12 16:00:00 EDT",1594584000,99.11,100.37,NW,30,17,34,54,16.5,26.4,,31,24100,1.2,,4,,1759,26.6,24.5
"2020-07-12 15:00:00 EDT",1594580400,99.09,100.34,WSW,25,24,,63,17.5,25,,31,24100,1.2,,6,,1700,25,24.4
"2020-07-12 14:00:00 EDT",1594576800,99.04,100.3,W,27,21,28,66,19,25.6,,32,24100,1.2,,6,,2232,24.7,24
"2020-07-12 13:00:00 EDT",1594573200,99.05,100.3,W,26,27,,68,18.1,24.2,,30,24100,1.2,,6,,1707,24.2,22.4
"2020-07-12 12:00:00 EDT",1594569600,99.06,100.33,NW,30,24,,72,18,23.3,,29,24100,1.1,,8,,1184,23,22.1
"2020-07-12 11:00:00 EDT",1594566000,98.98,100.25,W,27,24,28,80,18.9,22.3,,29,24100,1,,8,,1311,23.5,21.8
"2020-07-12 10:00:00 EDT",1594562400,98.93,100.2,WNW,29,29,32,78,18.1,22.2,,28,24100,1.2,,8,,1097,22.2,21.5
"2020-07-12 09:00:00 EDT",1594558800,98.87,100.14,WNW,28,25,33,91,19.6,21.1,,28,24100,1.3,,6,,649,21.5,20.9
"2020-07-12 08:00:00 EDT",1594555200,98.79,100.07,W,27,26,32,95,19.7,20.5,,28,24100,1.4,,8,,216,21,20.7
"2020-07-12 07:00:00 EDT",1594551600,98.66,99.94,W,28,23,34,96,19.9,20.6,,28,4800,1.3,,8,,111,21.4,20.8
"2020-07-12 06:00:00 EDT",1594548000,98.61,99.87,W,26,10,,94,19.9,21,,28,24100,1.4,,8,,18,21.6,21.4
"2020-07-12 05:00:00 EDT",1594544400,98.6,99.86,W,27,18,,95,20.3,21.1,,29,12900,1.4,,8,,,21.9,21.5
"2020-07-12 04:00:00 EDT",1594540800,98.58,99.85,W,26,17,,96,20.6,21.3,,29,12900,1.4,,8,,,21.7,21.5
"2020-07-12 03:00:00 EDT",1594537200,98.58,99.85,W,28,13,,97,20.5,21.1,,29,11300,1.4,,8,,,21.5,21.2
"2020-07-12 02:00:00 EDT",1594533600,98.59,99.86,W,26,11,,96,20.3,20.9,,29,12900,1.3,,8,,,21.4,21.1
"2020-07-12 01:00:00 EDT",1594530000,98.61,99.88,W,26,10,,97,20.8,21.3,,30,8100,1.4,,8,,,21.8,21.4
"2020-07-12 00:00:00 EDT",1594526400,98.6,99.88,W,27,12,,97,20.6,21.1,,29,16100,1.5,,8,,,21.8,21.7
"2020-07-11 23:00:00 EDT",1594522800,98.63,99.9,WSW,24,7,,97,20.4,20.8,,29,16100,1.4,,8,,,22,21.7
"2020-07-11 22:00:00 EDT",1594519200,98.66,99.91,WSW,24,5,,95,19.7,20.5,,28,24100,1.2,,8,,,21.7,21.2
"2020-07-11 21:00:00 EDT",1594515600,98.6,99.9,SW,23,14,28,91,19.9,21.4,,29,24100,1.2,,8,,10,25.3,21.4
"2020-07-11 20:00:00 EDT",1594512000,98.61,99.9,W,27,9,,84,22.1,25.1,,35,24100,1.2,,7,,178,25.7,25.3
"2020-07-11 19:00:00 EDT",1594508400,98.6,99.86,W,26,13,,81,21.8,25.2,,34,24100,1.1,,7,,408,26.4,25.7
"2020-07-11 18:00:00 EDT",1594504800,98.61,99.85,WSW,24,10,,76,21.5,26,,35,24100,1.1,,7,,750,27.1,26.3
"2020-07-11 17:00:00 EDT",1594501200,98.59,99.85,WSW,24,16,,72,22,27.4,,37,24100,1.2,,6,,1758,28.2,26.6
"2020-07-11 16:00:00 EDT",1594497600,98.62,99.87,WNW,28,11,,78,22.6,26.6,,36,24100,1.2,,7,,1923,27.7,26.2
"2020-07-11 15:00:00 EDT",1594494000,98.66,99.9,SW,23,17,,86,22.8,25.2,,35,24100,1.2,,7,,1981,26.8,24.3
"2020-07-11 14:00:00 EDT",1594490400,98.69,99.94,SSW,21,10,,89,22.7,24.5,,34,16100,1,,8,,843,24.4,23.3
"2020-07-11 13:00:00 EDT",1594486800,98.73,99.99,NNW,34,3,,89,21.9,23.8,,33,8100,1,,8,,571,23.6,23
"2020-07-11 12:00:00 EDT",1594483200,98.79,100.04,NW,30,10,,96,22.6,23.2,,33,3200,1,,8,,653,23.3,22.8
"2020-07-11 11:00:00 EDT",1594479600,98.82,100.09,NW,32,10,,97,22,22.6,,32,3200,1.1,,8,,331,23,22.6
"2020-07-11 10:00:00 EDT",1594476000,98.84,100.1,N,0,12,,96,21.9,22.5,,32,6400,1.1,,8,,345,22.8,22.2
"2020-07-11 09:00:00 EDT",1594472400,98.92,100.18,NNE,2,15,,97,21.8,22.3,,31,8100,1.1,,8,,236,22.9,22.4
"2020-07-11 08:00:00 EDT",1594468800,98.97,100.23,NNE,3,16,,96,21.5,22.2,,31,12900,1.2,,8,,294,23,22.5
"2020-07-11 07:00:00 EDT",1594465200,99.02,100.27,NNE,3,10,,98,21.7,22.1,,31,16100,1.2,,7,,228,22.6,22
"2020-07-11 06:00:00 EDT",1594461600,99.08,100.34,NE,3,12,,98,21.3,21.7,,30,9700,1.3,,8,,13,22.3,22
"2020-07-11 05:00:00 EDT",1594458000,99.13,100.38,E,9,7,,96,20.8,21.5,,30,24100,1.6,,8,,,22.9,22.2
"2020-07-11 04:00:00 EDT",1594454400,99.18,100.44,ESE,11,9,,92,20.5,21.9,,30,12900,1.7,,7,,,24.5,22.7
"2020-07-11 03:00:00 EDT",1594450800,99.25,100.51,SE,13,5,,85,19.4,22.1,,29,24100,1.8,,8,,,26,24.4
"2020-07-11 02:00:00 EDT",1594447200,99.32,100.57,SSE,16,7,,66,17.4,24.1,,30,24100,1.8,,8,,,26.4,26
"2020-07-11 01:00:00 EDT",1594443600,99.37,100.62,SSE,14,8,,65,17.7,24.6,,30,24100,1.9,,7,,,27,26.3
"2020-07-11 00:00:00 EDT",1594440000,99.41,100.66,SSE,15,8,,66,18.6,25.2,,32,24100,2.2,,8,,,27.8,26.9
"2020-07-10 23:00:00 EDT",1594436400,99.44,100.69,S,17,9,,64,18.4,25.6,,32,24100,2.5,,7,,,29.5,27.7
"2020-07-10 22:00:00 EDT",1594432800,99.49,100.74,S,18,11,28,54,18.1,28,,34,24100,2.7,,7,,,29.6,28
"2020-07-10 21:00:00 EDT",1594429200,99.46,100.71,S,18,8,,62,19.7,27.5,,35,24100,2.8,,8,,74,31.4,29.4
"2020-07-10 20:00:00 EDT",1594425600,99.45,100.7,SSW,19,7,,59,21.3,30.1,,39,24100,2.9,,7,,316,32.5,31.4
"2020-07-10 19:00:00 EDT",1594422000,99.44,100.69,SSW,20,11,,51,20.3,31.5,,39,24100,3.1,,7,,599,33.3,32.2
"2020-07-10 18:00:00 EDT",1594418400,99.48,100.71,ENE,6,22,34,44,19.6,33.2,,40,24100,3.3,,7,,952,35.9,32
"2020-07-10 17:00:00 EDT",1594414800,99.51,100.75,SSE,15,16,,36,18.6,35.4,,42,24100,3.4,,5,,2220,36.4,35.5
"2020-07-10 16:00:00 EDT",1594411200,99.57,100.81,SE,14,16,30,36,19.1,36.4,,43,24100,3.4,,5,,2736,36,35.1
"2020-07-10 15:00:00 EDT",1594407600,99.65,100.88,S,19,12,31,43,20.1,34.2,,42,24100,3.3,,4,,3362,36.2,35.5
"2020-07-10 14:00:00 EDT",1594404000,99.75,100.99,SSE,14,20,32,41,19.7,34.7,,42,24100,3.4,,3,,3378,35.7,34.8
"2020-07-10 13:00:00 EDT",1594400400,99.81,101.04,SE,13,14,28,42,20.4,34.8,,43,24100,3.4,,3,,3255,34.9,33.6
"2020-07-10 12:00:00 EDT",1594396800,99.86,101.1,SE,13,14,,47,20.9,33.5,,42,24100,3.4,,2,,3006,33.8,31.8
"2020-07-10 11:00:00 EDT",1594393200,99.88,101.13,SE,12,13,,54,21.7,32,,41,24100,3.3,,1,,2632,31.9,30
"2020-07-10 10:00:00 EDT",1594389600,99.94,101.2,SSE,16,12,,62,22.2,30.2,,40,24100,3,,1,,2127,30,27.9
"2020-07-10 09:00:00 EDT",1594386000,99.97,101.23,ESE,10,8,,67,21.7,28.2,,37,24100,2.6,,1,,1516,27.9,26.1
"2020-07-10 08:00:00 EDT",1594382400,99.99,101.25,ESE,12,11,,75,21,25.7,,34,24100,2.3,,1,,887,26.1,24.1
"2020-07-10 07:00:00 EDT",1594378800,100,101.26,NE,5,7,,80,20.2,23.8,,32,24100,2.2,,2,,323,24.1,21.9
"2020-07-10 06:00:00 EDT",1594375200,99.98,101.24,ENE,7,8,,89,19.4,21.2,,28,24100,2.3,,3,,22,21.9,20.9
"2020-07-10 05:00:00 EDT",1594371600,99.94,101.21,ENE,7,9,,84,19.4,22.2,,29,24100,2.8,,2,,,21.8,21.1
"2020-07-10 04:00:00 EDT",1594368000,99.93,101.2,SE,12,7,,79,18.9,22.8,,29,24100,2.8,,1,,,22.1,21.8
"2020-07-10 03:00:00 EDT",1594364400,99.94,101.2,SSE,15,7,,81,19,22.3,,29,24100,2.7,,1,,,22.4,22.1
"2020-07-10 02:00:00 EDT",1594360800,99.93,101.18,NE,4,4,,82,19,22.1,,29,24100,2.9,,1,,,23.8,22.3
"2020-07-10 01:00:00 EDT",1594357200,99.9,101.16,NE,4,4,,81,19.2,22.7,,30,24100,3.1,,0,,,25.1,23.8
"2020-07-10 00:00:00 EDT",1594353600,99.86,101.13,SSE,15,10,,70,19.6,25.4,,33,24100,3.3,,0,,,25,24.6
"2020-07-09 23:00:00 EDT",1594350000,99.88,101.13,SSW,19,8,,68,19.8,26,,33,24100,3.3,,0,,,25.4,24.7
"2020-07-09 22:00:00 EDT",1594346400,99.88,101.14,ESE,11,8,,77,20.3,24.5,,32,24100,3.5,,2,,,25.6,24.8
"2020-07-09 21:00:00 EDT",1594342800,99.85,101.11,SSE,14,9,,69,20.4,26.4,,34,24100,3.5,,6,,21,27.3,25.6
"2020-07-09 20:00:00 EDT",1594339200,99.85,101.13,WNW,28,9,,55,20.1,29.9,,38,24100,3.6,,6,,131,28.8,26.3
"2020-07-09 19:00:00 EDT",1594335600,99.8,101.08,SSW,20,9,29,51,20.1,31.2,,39,24100,3.6,,6,,386,32.3,27.9
"2020-07-09 18:00:00 EDT",1594332000,99.82,101.08,SSW,19,7,31,43,18.8,32.9,,40,24100,3.5,,6,,578,33.9,32.3
"2020-07-09 17:00:00 EDT",1594328400,99.84,101.08,SSW,19,11,,38,17.5,33.5,,39,24100,3.3,,6,,911,35.4,33.9
"2020-07-09 16:00:00 EDT",1594324800,99.86,101.09,SSW,19,15,30,40,18.6,33.8,,40,24100,3,,7,,1949,35.5,33.9
"2020-07-09 15:00:00 EDT",1594321200,99.89,101.12,SSW,19,16,27,39,18.2,33.5,,40,24100,3,,6,,1732,35.1,33.9
"2020-07-09 14:00:00 EDT",1594317600,99.9,101.14,SSW,19,17,32,33,16.7,34.8,,40,24100,3.2,,5,,2069,34.5,33.2
"2020-07-09 13:00:00 EDT",1594314000,99.93,101.16,W,26,19,32,35,16.7,34.2,,39,24100,3.5,,5,,1993,33.7,31.5
"2020-07-09 12:00:00 EDT",1594310400,99.94,101.19,NW,31,15,,39,17.8,33.5,,39,24100,3.7,,4,,2784,32.7,31.2
"2020-07-09 11:00:00 EDT",1594306800,99.97,101.22,W,27,5,,55,20.6,30.5,,39,24100,3.4,,2,,2715,31.2,29.1
"2020-07-09 10:00:00 EDT",1594303200,99.97,101.22,ESE,11,11,,63,21.4,29,,38,24100,2.8,,2,,2192,29.1,26.9
"2020-07-09 09:00:00 EDT",1594299600,100,101.25,SSE,16,8,,74,21.6,26.5,,35,24100,2.1,,1,,1572,26.9,25.6
"2020-07-09 08:00:00 EDT",1594296000,100.01,101.26,S,19,7,,82,21.1,24.3,,33,24100,1.6,,2,,947,25.7,23.3
"2020-07-09 07:00:00 EDT",1594292400,99.99,101.25,SSE,14,4,,90,20.6,22.4,,30,24100,1.3,,3,,326,23.3,20.5
"2020-07-09 06:00:00 EDT",1594288800,99.94,101.21,SSE,14,5,,96,19.3,20,,27,24100,1.2,,5,,30,20.8,20.4
"2020-07-09 05:00:00 EDT",1594285200,99.89,101.16,SSE,16,5,,93,18.7,19.8,,,24100,1.2,,3,,,21.3,20.7
"2020-07-09 04:00:00 EDT",1594281600,99.86,101.13,S,18,3,,92,19.1,20.5,,27,24100,1.4,,5,,,22.4,21.2
"2020-07-09 03:00:00 EDT",1594278000,99.84,101.12,S,17,7,,86,19.7,22,,29,24100,1.7,,1,,,23,22.4
"2020-07-09 02:00:00 EDT",1594274400,99.84,101.11,SSE,16,9,,84,19.6,22.4,,30,24100,1.7,,1,,,23.4,22.9
"2020-07-09 01:00:00 EDT",1594270800,99.85,101.12,SSE,16,10,,81,19.8,23.1,,31,24100,2.2,,1,,,25.5,23.3
"2020-07-09 00:00:00 EDT",1594267200,99.86,101.13,S,18,10,,76,20.2,24.7,,32,24100,2.3,,0,,,26.9,25.4
"2020-07-08 23:00:00 EDT",1594263600,99.84,101.09,SSE,15,8,,75,20,24.5,,32,24100,2.2,,1,,,27.7,26.9
"2020-07-08 22:00:00 EDT",1594260000,99.79,101.06,SE,13,10,,71,19.8,25.4,,33,24100,2.2,,5,,,29.4,27.7
"2020-07-08 21:00:00 EDT",1594256400,99.74,100.99,ESE,10,8,,65,19.6,26.5,,34,24100,2.3,,3,,59,32,29.2
"2020-07-08 20:00:00 EDT",1594252800,99.69,100.94,WNW,28,11,,54,19.8,29.9,,37,24100,2.4,,1,,513,32.6,32
"2020-07-08 19:00:00 EDT",1594249200,99.67,100.93,NW,31,11,,37,16.1,32.5,,37,24100,2.4,,2,,1130,33.3,32.6
"2020-07-08 18:00:00 EDT",1594245600,99.68,100.92,W,27,25,,34,15.6,33.4,,38,24100,2.5,,2,,1727,33.2,32.5
"2020-07-08 17:00:00 EDT",1594242000,99.7,100.95,WNW,30,10,,44,19.3,32.8,,40,24100,2.5,,2,,2135,32.8,31.6
"2020-07-08 16:00:00 EDT",1594238400,99.74,100.99,WNW,29,15,,48,20.1,32.3,,40,24100,2.5,,1,,2832,31.7,30.2
"2020-07-08 15:00:00 EDT",1594234800,99.76,101.02,NNE,2,18,34,59,21.4,29.9,,39,24100,2.7,,1,,2794,32.5,30.1
"2020-07-08 14:00:00 EDT",1594231200,99.78,101.03,NW,30,16,28,45,19.3,32.3,,39,24100,2.9,,4,,3334,32.4,31.2
"2020-07-08 13:00:00 EDT",1594227600,99.82,101.06,W,26,20,27,50,20.1,31.4,,39,24100,2.9,,5,,3381,31.7,30.1
"2020-07-08 12:00:00 EDT",1594224000,99.84,101.09,W,26,12,,56,20.2,29.8,,38,24100,2.9,,5,,3134,30.4,28.9
"2020-07-08 11:00:00 EDT",1594220400,99.83,101.08,W,26,10,,58,20.2,29,,37,24100,2.8,,4,,2691,29.1,27.2
"2020-07-08 10:00:00 EDT",1594216800,99.84,101.1,WSW,24,9,,60,20.1,28.4,,36,24100,2.8,,1,,2180,27.2,25.5
"2020-07-08 09:00:00 EDT",1594213200,99.87,101.13,WSW,24,10,,71,20.3,25.9,,34,24100,2.8,,1,,1562,25.5,24.2
"2020-07-08 08:00:00 EDT",1594209600,99.85,101.12,WSW,25,9,,78,20.4,24.4,,32,24100,2.7,,2,,936,24.3,23.2
"2020-07-08 07:00:00 EDT",1594206000,99.85,101.11,SW,23,9,,84,20.2,23,,31,24100,2.8,,4,,353,23.2,21.8
"2020-07-08 06:00:00 EDT",1594202400,99.87,101.11,SSW,20,9,,92,19.9,21.3,,29,24100,2.8,,3,,30,21.8,21.2
"2020-07-08 05:00:00 EDT",1594198800,99.82,101.09,SSE,15,6,,94,19.7,20.7,,28,24100,2.9,,3,,,22.2,21.2
"2020-07-08 04:00:00 EDT",1594195200,99.79,101.05,N,35,6,,88,20.3,22.4,,30,24100,3,,7,,,24.5,22.2
"2020-07-08 03:00:00 EDT",1594191600,99.82,101.08,W,26,9,,81,20.2,23.7,,31,16100,3.2,,8,,,25.6,24.4
"2020-07-08 02:00:00 EDT",1594188000,99.8,101.05,S,18,5,,75,20.1,24.9,,33,24100,3.4,,7,,,25,24.2
"2020-07-08 01:00:00 EDT",1594184400,99.77,101.06,N,0,12,,70,19.9,25.6,,33,24100,3.5,,7,,,26.7,24.4
"2020-07-08 00:00:00 EDT",1594180800,99.77,101.02,SSW,19,16,,65,19,26,,33,24100,3.5,,6,,,27.3,26.6
"2020-07-07 23:00:00 EDT",1594177200,99.78,101.04,S,18,10,,70,19.8,25.5,,33,24100,3.5,,7,,,28,27.3
"2020-07-07 22:00:00 EDT",1594173600,99.78,101.03,S,18,10,,70,20.1,26,,34,24100,3.6,,6,,,28.7,28
"2020-07-07 21:00:00 EDT",1594170000,99.79,101.04,S,17,10,,62,19.8,27.5,,35,24100,3.6,,8,,47,29.7,28.7
"2020-07-07 20:00:00 EDT",1594166400,99.75,101.01,S,18,17,31,56,19.2,28.8,,36,24100,3.6,,5,,413,31.6,29.7
"2020-07-07 19:00:00 EDT",1594162800,99.76,101.02,SSW,19,18,32,48,18.6,30.9,,37,24100,3.6,,6,,975,33,31.6
"2020-07-07 18:00:00 EDT",1594159200,99.78,101.03,SSW,20,25,33,40,17.1,32.4,,38,24100,3.7,,5,,1842,33.8,32.7
"2020-07-07 17:00:00 EDT",1594155600,99.81,101.05,SW,22,21,30,39,17.3,32.7,,38,24100,3.7,,5,,1746,34.1,32.8
"2020-07-07 16:00:00 EDT",1594152000,99.87,101.11,S,18,22,30,39,18.1,33.9,,40,24100,3.6,,4,,2367,34.5,33.1
"2020-07-07 15:00:00 EDT",1594148400,99.96,101.2,SW,22,13,32,38,17.9,33.8,,40,24100,3.4,,5,,2692,34,33.1
"2020-07-07 14:00:00 EDT",1594144800,100.02,101.27,S,18,7,28,42,17.5,31.8,,37,24100,3.4,,6,,2970,33.6,31.2
"2020-07-07 13:00:00 EDT",1594141200,100.05,101.3,SSE,16,9,,45,18.5,31.6,,38,24100,3.3,,6,,3243,31.7,29.7
"2020-07-07 12:00:00 EDT",1594137600,100.13,101.39,S,16,7,,53,18.6,29,,35,24100,3,,6,,3057,30,27.5
"2020-07-07 11:00:00 EDT",1594134000,100.19,101.44,E,8,5,,55,17.6,27.2,,33,24100,2.5,,5,,2677,27.7,25.5
"2020-07-07 10:00:00 EDT",1594130400,100.22,101.49,SSE,16,7,,60,16.7,25,,30,24100,2.2,,5,,2145,25.5,23.2
"2020-07-07 09:00:00 EDT",1594126800,100.25,101.53,NE,5,10,,60,15.4,23.6,,28,24100,2,,7,,1430,23.2,20.9
"2020-07-07 08:00:00 EDT",1594123200,100.27,101.55,ENE,7,10,,61,12.9,20.5,,,24100,1.9,,7,,971,20.9,18.7
"2020-07-07 07:00:00 EDT",1594119600,100.28,101.57,ENE,6,11,,64,10.9,17.7,,,24100,1.8,,8,,269,18.7,17.8
